file,entropy,edge_density,contrast,homogeneity
H1_100a_1.jpg,5.8841107656967635,0.0,4.010805611222445,0.49628970003131057
H1_100a_2.jpg,5.670171953741259,0.0,2.58834869739479,0.5824656947251374
H1_100a_3.jpg,5.174821177062525,0.0,2.0747214428857714,0.6312226325487751
H1_100a_4.jpg,5.754648003320855,0.0,3.539947895791583,0.5285845542914009
H1_100a_5.jpg,4.841841641618666,0.0,1.8213867735470943,0.6476241879616169
H1_100a_6.jpg,4.6115523482291545,0.0,1.6017074148296593,0.673843805612069
H1_100a_7.jpg,5.680831211434306,0.0,3.5924208416833667,0.5234207770018473
H1_100a_8.jpg,5.586090460419707,0.0,2.1945731462925853,0.6144337444940369
H1_100a_9.jpg,5.4215972199691675,0.0,1.625382765531062,0.6532168964084314
H1_101a_1.jpg,6.107370096143583,0.0,3.156204408817636,0.5672421269448416
H1_101a_2.jpg,5.351349436573682,0.0,4.275635270541082,0.5180239249855689
H1_101a_3.jpg,5.545794324714888,0.0,3.842480961923848,0.5236361135807631
H1_101a_4.jpg,5.666103838469487,0.0,2.727382765531062,0.5952668434554323
H1_101a_5.jpg,5.59119286067559,3.6e-05,3.672472945891784,0.5406405992595642
H1_101a_6.jpg,5.700501589724501,4.8e-05,3.561026052104208,0.5398271173142792
H1_101a_7.jpg,5.540992976863079,0.0,2.6680320641282567,0.5888412533393754
H1_101a_8.jpg,5.555457819119641,0.0,3.858761523046092,0.5326283708586393
H1_101a_9.jpg,5.659214834571609,0.0,4.251230460921843,0.5104196369509251
H1_101b_1.jpg,5.524251291873342,0.0,4.287230460921844,0.5252139383952782
H1_101b_10.jpg,5.52261381308864,0.0,5.70307014028056,0.4902566363917085
H1_101b_11.jpg,5.353674717220211,0.0,4.8997995991983965,0.49922407027094545
H1_101b_12.jpg,5.491328112761152,0.000248,5.550356713426854,0.519127364358248
H1_101b_13.jpg,5.6303278018728165,0.0,3.7294669338677355,0.5473472223880422
H1_101b_14.jpg,5.710740051077612,0.00026,6.302945891783567,0.46837592944487505
H1_101b_15.jpg,5.594547316618979,0.0,4.409783567134269,0.5213159538064336
H1_101b_16.jpg,5.714571636527902,0.00046,6.621302605210421,0.4704714511297947
H1_101b_2.jpg,6.081505387949941,0.0,3.699046092184369,0.5342114216617813
H1_101b_3.jpg,6.564492757002091,0.0,3.1550460921843695,0.5551665207783453
H1_101b_4.jpg,6.333504187112538,4e-05,4.031795591182365,0.5374374658020025
H1_101b_5.jpg,5.564055922436492,0.0,5.219903807615231,0.48240394389656943
H1_101b_6.jpg,5.2109685635614,0.0,3.914004008016032,0.5320062270127118
H1_101b_7.jpg,5.554779679131085,0.0,4.76131863727455,0.49991584177773485
H1_101b_8.jpg,6.103676183060839,0.0,4.279567134268538,0.5284004733087609
H1_101b_9.jpg,5.1946452589240435,0.0,2.8887615230460923,0.5824912489070334
H1_101c_1.jpg,5.586684246200065,0.0,6.461819639278557,0.45271611184762545
H1_101c_10.jpg,5.548345090826224,0.0,4.712789579158317,0.5039859751524793
H1_101c_11.jpg,5.20287023866869,6e-05,3.698496993987976,0.5533613576681029
H1_101c_12.jpg,5.099387405433802,2.4e-05,3.796056112224449,0.5529099714324711
H1_101c_13.jpg,5.314132194374909,0.0,4.47172745490982,0.5138388402242978
H1_101c_14.jpg,5.495794740532833,0.0,4.773691382765531,0.5049773032108292
H1_101c_15.jpg,5.279197085384574,5.6e-05,3.6019358717434864,0.5553150605562204
H1_101c_16.jpg,4.975274337722441,0.0,3.1266372745490987,0.5735863786308671
H1_101c_2.jpg,5.581145680149451,0.0,4.64335871743487,0.5035608641683222
H1_101c_3.jpg,5.613090240546682,0.0,4.578533066132264,0.5175114781271164
H1_101c_4.jpg,5.632786059181018,0.0,3.8606773547094195,0.5408973036446216
H1_101c_5.jpg,5.789615123816234,0.0,6.46817635270541,0.45558404398659774
H1_101c_6.jpg,5.654971837421145,0.0,4.577931863727454,0.4984950117756594
H1_101c_7.jpg,5.535983883996541,0.0,3.767599198396794,0.5421960556135703
H1_101c_8.jpg,5.8944306552656425,0.000168,4.8388336673346695,0.5071855097193289
H1_101c_9.jpg,5.425317402935313,0.0,5.168545090180361,0.4899080517165275
H1_101d_1.jpg,5.647834449638455,0.0,4.394388777555109,0.50802073369131
H1_101d_2.jpg,5.718848078851539,0.0,4.225126252505009,0.5088439664321522
H1_101d_3.jpg,5.607578123864645,0.0,4.562068136272545,0.5030136538184169
H1_101d_4.jpg,5.679780161658043,0.0,4.639438877755511,0.5009274092769713
H1_101d_5.jpg,5.8698910486646305,0.0,6.090861723446894,0.4553253505525239
H1_101d_6.jpg,5.798211479871241,0.0,5.71314629258517,0.46622615485321217
H1_101d_7.jpg,5.960520128772717,0.0,4.516488977955911,0.5077767035416538
H1_101d_8.jpg,5.6647278133511625,0.0,4.920649298597195,0.49239154073920305
H1_101d_9.jpg,5.72778179379437,9.2e-05,6.152256513026052,0.45706757303983314
H1_102a_1.jpg,5.787271742374719,0.0,1.0530020040080161,0.7109577180063473
H1_102a_10.jpg,5.624848724209386,0.0,0.7912344689378759,0.7563097662118516
H1_102a_11.jpg,5.294330451505698,0.0,0.9357995991983968,0.7341639163792255
H1_102a_12.jpg,4.88945610670558,0.0,0.8947615230460921,0.7338469786920501
H1_102a_13.jpg,5.273071252973702,0.0,0.884320641282565,0.7410772904882954
H1_102a_14.jpg,5.987023790765952,0.0,0.6822685370741483,0.7739930753325166
H1_102a_15.jpg,6.068426687097148,0.0,0.7236032064128257,0.7667884269159633
H1_102a_16.jpg,4.997475837535508,0.0,0.7966813627254508,0.756615615028516
H1_102a_17.jpg,5.0202421780371544,0.0,0.7859078156312624,0.7576534717569704
H1_102a_18.jpg,5.20813272342979,0.0,1.0355791583166332,0.7270865730728084
H1_102a_19.jpg,6.567037774961725,0.0,1.1018356713426858,0.7167109587765546
H1_102a_2.jpg,5.093072265717441,0.0,0.6785170340681363,0.7803748532848992
H1_102a_20.jpg,6.727303310348584,0.0,1.2683967935871747,0.6975700249766781
H1_102a_21.jpg,5.005902388650266,0.0,0.808809619238477,0.7547863539332098
H1_102a_22.jpg,5.2671555769285945,0.0,0.8129258517034068,0.7518297086477813
H1_102a_23.jpg,5.390564036426518,0.0,1.0564769539078156,0.721967493042222
H1_102a_24.jpg,6.599146921631372,0.0,1.1771983967935873,0.7060001336455296
H1_102a_25.jpg,6.746662043569931,0.0,1.4031142284569138,0.6862850971234813
H1_102a_3.jpg,4.62942535037571,0.0,0.7243366733466934,0.7754146487517879
H1_102a_4.jpg,5.249621460066595,0.0,0.7862444889779558,0.7539788569971113
H1_102a_5.jpg,5.175386801755331,0.0,0.7562204408817634,0.7591678750040133
H1_102a_6.jpg,5.604789162274415,0.0,0.8610781563126252,0.741393606457091
H1_102a_7.jpg,4.552611645419136,0.0,0.8137635270541081,0.7716905750928611
H1_102a_8.jpg,5.416808052851655,0.0,0.972064128256513,0.7380412360178377
H1_102a_9.jpg,5.830906076563722,0.0,0.8092705410821643,0.748408572125056
H1_102b_1.jpg,3.3609142711198365,0.0,0.6939238476953907,0.7853932748358523
H1_102b_10.jpg,5.895052886666216,0.0,0.9235190380761524,0.7287794660370861
H1_102b_11.jpg,3.254043394679829,0.0,0.6716593186372746,0.7865316583517511
H1_102b_12.jpg,3.686383599668463,0.0,0.6207214428857716,0.7923529176489216
H1_102b_13.jpg,3.959084926083943,0.0,0.6866332665330661,0.7790092314748182
H1_102b_14.jpg,5.273726820239525,0.0,0.8579839679358716,0.7431960849959731
H1_102b_15.jpg,5.541350986635965,0.0,1.0124128256513025,0.7145590602606706
H1_102b_16.jpg,4.958775688043149,0.0,0.7988577154308618,0.7618785333212772
H1_102b_17.jpg,5.127608785927273,0.0,0.6691142284569136,0.7794605612345025
H1_102b_18.jpg,5.1589949577154055,0.0,0.7234268537074149,0.7708542566752681
H1_102b_19.jpg,4.149900442499852,0.0,0.6532144288577154,0.7855823503678508
H1_102b_2.jpg,3.9793235884119063,0.0,0.6321362725450903,0.7844272243641067
H1_102b_20.jpg,4.571350606112502,0.0,0.7196472945891784,0.7707368462640475
H1_102b_21.jpg,5.027278547392731,0.0,0.8433947895791586,0.754156726748327
H1_102b_22.jpg,5.087000787341245,0.0,0.6631943887775551,0.7810792735968717
H1_102b_23.jpg,5.0833890314955,0.0,0.7061683366733466,0.7721983029970911
H1_102b_24.jpg,3.8838265525820903,0.0,0.6378316633266532,0.7872168080517155
H1_102b_25.jpg,4.549684318240021,0.0,0.7007935871743487,0.7751602975352686
H1_102b_3.jpg,3.4427965569716132,0.0,0.6545170340681362,0.7823224058095402
H1_102b_4.jpg,4.815985606820258,0.0,0.6848897795591182,0.7735839650733531
H1_102b_5.jpg,5.34631573121208,0.0,0.709879759519038,0.76922472773866
H1_102b_6.jpg,3.787381457700172,0.0,0.6237034068136273,0.7944325671276515
H1_102b_7.jpg,3.3879181218561105,0.0,0.6531222444889779,0.7858321331325977
H1_102b_8.jpg,3.2977947515999197,0.0,0.6612384769539078,0.7862176738360255
H1_102b_9.jpg,5.215185887786733,0.0,0.8039839679358718,0.7557586106197965
H1_103a_1.jpg,4.067972772332358,0.0,0.7536032064128257,0.7738912127103662
H1_103a_10.jpg,5.147219900763835,0.0,1.060801603206413,0.7213006442588742
H1_103a_11.jpg,5.488495285755212,0.0,1.306492985971944,0.6848827937400745
H1_103a_12.jpg,5.965620939091542,0.0,1.6425490981963928,0.6365328900103335
H1_103a_13.jpg,6.0237072416873865,0.0,1.3622925851703411,0.6827253963978024
H1_103a_14.jpg,5.8460692007944415,0.0,1.294240480961924,0.677750550622889
H1_103a_15.jpg,5.810211638389641,0.0,1.4562004008016034,0.6623671141393975
H1_103a_16.jpg,6.096842686236197,0.0,1.7474629258517032,0.6302961041228152
H1_103a_17.jpg,5.9725732504318705,0.0,1.2653987975951904,0.684230844179315
H1_103a_18.jpg,6.206453374445594,0.0,1.7382444889779558,0.637204808540746
H1_103a_19.jpg,6.161211794567312,0.0,1.7191663326653306,0.6293895839059693
H1_103a_2.jpg,3.3771514947400862,0.0,0.7354629258517034,0.773263521961135
H1_103a_20.jpg,6.109170747496103,0.0,1.9166452905811622,0.616491341995608
H1_103a_21.jpg,6.119702469971087,0.0,1.7228056112224452,0.6277563507761535
H1_103a_22.jpg,5.927571238463146,0.0,1.247006012024048,0.6839592841557648
H1_103a_23.jpg,6.262440952742827,0.0,1.9280681362725451,0.617434887384759
H1_103a_24.jpg,6.216046244976451,0.0,1.913627254509018,0.6125956459487067
H1_103a_25.jpg,6.249299969001928,0.0,2.1704969939879764,0.5943558677685583
H1_103a_3.jpg,4.315589714730495,0.0,0.8613346693386772,0.7498409636585261
H1_103a_4.jpg,4.2439987740354095,0.0,0.8103567134268536,0.75779000182106
H1_103a_5.jpg,4.37150091600143,0.0,0.8739278557114228,0.7441511963827044
H1_103a_6.jpg,4.8645472684491216,0.0,0.7870420841683369,0.7664976889711708
H1_103a_7.jpg,5.372569983237185,0.0,1.259426853707415,0.6916894156065375
H1_103a_8.jpg,6.061739911566393,0.0,1.579246492985972,0.6446098692316424
H1_103a_9.jpg,5.365759311738013,0.0,1.2158957915831663,0.698864479413511
H1_103b_1.jpg,4.798861163390769,0.0,0.9384248496993987,0.7416798638634345
